Price,Land Size,Building Size,Year Built,Rooms,County
"USD $59,999",242.81 m2,259.20 m2,2019,,Richmond
"USD $292,900","2,873.27 m2",168.99 m2,2007,"3 bedroom(s), 2 bathroom(s)",Santa Cruz
"USD $449,999",627.10 m2,113.53 m2,1993,"3 bedroom(s), 2 bathroom(s)",San Bernardino
"USD $300,000","1,497.34 m2",186.18 m2,1968,"5 bedroom(s), 2 bathroom(s)",Stearns
"USD $335,500","1,011.72 m2",120.96 m2,1998,"3 bedroom(s), 2 bathroom(s)",Wake
"USD $257,500",991.48 m2,151.62 m2,1957,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Harrison
"USD $119,000",,115.94 m2,1935,"3 bedroom(s), 2 bathroom(s)",Cumberland
"USD $595,000",,100.34 m2,1957,"3 bedroom(s), 2 bathroom(s)",Miami-dade County
"USD $289,749",764.86 m2,148.83 m2,2025,"3 bedroom(s), 2 bathroom(s)",Tarrant
"USD $254,900",930.78 m2,,1994,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",
"USD $259,900","4,087.33 m2",142.70 m2,2020,"3 bedroom(s), 2 bathroom(s)",Dixie
"USD $725,000",,288.65 m2,2003,"3 bedroom(s), 3 bathroom(s)",DELAWARE
"USD $329,900",202.34 m2,118.92 m2,1987,"3 bedroom(s), 3 bathroom(s)",BALTIMORE
"USD $975,000",728.43 m2,151.62 m2,1985,"4 bedroom(s), 2 bathroom(s)",San Diego
"USD $2,900,000","2,407,881.75 m2",,,,
"USD $155,000",,,1984,"3 bedroom(s), 2 bathroom(s)",Forrest
"USD $180,000",278.83 m2,482.72 m2,1920,,Franklin
"USD $155,000",,102.19 m2,1984,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",FORREST
"USD $498,000","2,185.30 m2",75.16 m2,1962,"2 bedroom(s), 1 bathroom(s)",Alameda
"USD $305,000",485.62 m2,170.94 m2,1922,"4 bedroom(s), 2 bathroom(s)",Kent County
"USD $474,900","3,925.45 m2",293.48 m2,1972,"4 bedroom(s), 3 bathroom(s)",GARRETT
"USD $799,000","1,375.93 m2",194.63 m2,1962,"5 bedroom(s), 4 bathroom(s)",Suffolk County
"USD $385,000","2,104.37 m2",167.69 m2,1990,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Wayne
"USD $384,900","1,052.18 m2",129.60 m2,2001,"3 bedroom(s), 2 bathroom(s)",Mohave
"USD $291,000",,,1920,"1 bedroom(s), 1 bathroom(s)",Jefferson
"USD $649,900","1,740.15 m2",161.93 m2,1940,"4 bedroom(s), 3 bathroom(s)",ANNE ARUNDEL
"USD $3,150,000","1,011.72 m2",263.84 m2,1965,"6 bedroom(s), 4 bathroom(s)",Charleston
"USD $739,000",768.90 m2,315.41 m2,1991,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Bexar
"USD $169,000",704.11 m2,119.66 m2,1942,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Langlade
"USD $275,000","2,118.13 m2",173.91 m2,1967,"3 bedroom(s), 2 bathroom(s)",Lake
"USD $340,000",,156.08 m2,1997,"3 bedroom(s), 2 bathroom(s)",Clay
"USD $236,000",557.42 m2,115.20 m2,1961,"3 bedroom(s), 2 bathroom(s)",Sarpy
"USD $629,900","16,187.44 m2",312.15 m2,1975,"4 bedroom(s), 3 bathroom(s)",Carroll
"USD $199,000","8,093.72 m2",,,,Scott
"USD $125,000",,83.61 m2,1981,"2 bedroom(s), 1 bathroom(s)",Cook
"USD $325,000",687.97 m2,97.55 m2,1983,"3 bedroom(s), 1 bathroom(s)",
"USD $460,000",,,2006,"5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",
"USD $149,000",,175.77 m2,,"3 bedroom(s), 2 bathroom(s)",Alpena
"USD $468,000","5,301.39 m2",139.45 m2,2006,"3 bedroom(s), 3 bathroom(s)",Rabun
"USD $345,900",,139.82 m2,2026,"3 bedroom(s), 3 bathroom(s)",Kent
"USD $465,000","1,914.16 m2",184.60 m2,1950,"4 bedroom(s), 3 bathroom(s)",Fulton
"USD $499,000",,96.71 m2,2003,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",
"USD $9,000",849.84 m2,,,,Clarke
"USD $40,000","4,451.55 m2",113.53 m2,2018,"3 bedroom(s), 2 bathroom(s)",Henderson
"USD $450,000","3,965.92 m2",65.03 m2,1990,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Gilmer
"USD $199,000",,110.00 m2,1956,"3 bedroom(s), 1 bathroom(s)",Alpena
"USD $369,900",,139.82 m2,2026,"3 bedroom(s), 3 bathroom(s)",Kent
"USD $58,900",,,,,LUCE
"USD $629,900","16,187.44 m2",,1975,"4 bedroom(s), 3 bathroom(s)",Carroll
"USD $200,000",80.94 m2,122.63 m2,1988,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Jackson
"USD $379,900","6,029.82 m2",206.80 m2,1975,"5 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Ingham
"USD $1,498,000",404.69 m2,223.90 m2,1925,"5 bedroom(s), 4 bathroom(s)",Nassau County
"USD $599,990",323.75 m2,338.91 m2,2025,"3 bedroom(s), 3 bathroom(s)",Larimer
"USD $819,900","1,497.34 m2",311.23 m2,2025,"4 bedroom(s), 4 bathroom(s)",Garland
"USD $549,500",121.41 m2,143.63 m2,2007,"3 bedroom(s), 2 bathroom(s)",Mohave
"USD $240,000",80.94 m2,65.03 m2,1979,"1 bedroom(s), 1 bathroom(s)",Ocean
"USD $529,500",,154.22 m2,2017,"2 bedroom(s), 2 bathroom(s)",Collier
"USD $274,500","1,385.24 m2",236.07 m2,1969,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)","Crawford, KS"
"USD $350,000","1,254.53 m2",160.16 m2,2016,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Monongalia
"USD $335,000","1,578.28 m2",245.54 m2,1964,"3 bedroom(s), 3 bathroom(s)",Dekalb - GA
"USD $2,103,800","39,347,620.00 m2",219.34 m2,1951,"4 bedroom(s), 3 bathroom(s)",Travis
"USD $1,499,000",890.29 m2,176.14 m2,1976,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Ventura
"USD $120,000",607.03 m2,70.05 m2,1954,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Polk
"USD $171,600","25,252.41 m2",,,,Hawkins
"USD $689,900",809.37 m2,145.67 m2,,"3 bedroom(s), 3 bathroom(s)",Chittenden
"USD $380,000","13,759.32 m2",243.87 m2,2007,"3 bedroom(s), 2 bathroom(s)",Yalobusha
"USD $289,000",,81.94 m2,1987,"2 bedroom(s), 2 bathroom(s)",Grafton
"USD $359,900",607.03 m2,88.26 m2,1950,"3 bedroom(s), 1 bathroom(s)",New Haven
"USD $495,000","15,701.82 m2",344.21 m2,1931,"5 bedroom(s), 5 bathroom(s)",Lavaca
"USD $363,990",566.56 m2,169.83 m2,,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Volusia
"USD $265,000","52,609.18 m2",113.81 m2,1991,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Ray
"USD $1,250,000",647.50 m2,386.85 m2,1928,"5 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Jefferson
"USD $189,900",809.37 m2,129.04 m2,1950,"2 bedroom(s), 2 bathroom(s)",Pulaski
"USD $479,900","2,306.71 m2",,1945,"4 bedroom(s), 3 bathroom(s)",Licking
"USD $2,900,000",930.78 m2,239.88 m2,2020,"4 bedroom(s), 3 bathroom(s)",Collier
"USD $449,777",445.15 m2,170.94 m2,2021,"2 bedroom(s), 3 bathroom(s)",Pickens
"USD $2,649,000","1,259.21 m2",283.35 m2,2025,"5 bedroom(s), 5 bathroom(s)",Los Angeles
"USD $2,399,000",,294.50 m2,2015,"3 bedroom(s), 4 bathroom(s)",Collier
"USD $249,900","2,808.12 m2",208.66 m2,1971,"4 bedroom(s), 3 bathroom(s)",Summit
"USD $379,900",121.41 m2,122.63 m2,1996,"3 bedroom(s), 4 bathroom(s)",PRINCE GEORGES
"USD $264,900",526.09 m2,157.38 m2,2009,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Lexington
"USD $139,450","1,254.53 m2",,1977,"3 bedroom(s), 2 bathroom(s)",Jefferson
"USD $185,000",267.56 m2,124.68 m2,1900,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Douglas
"USD $670,000","2,266.24 m2",269.42 m2,2016,"5 bedroom(s), 4 bathroom(s)",Kent
"USD $250,000","8,498.41 m2",,1976,"4 bedroom(s), 1 bathroom(s)",
"USD $2,250,000","1,416.40 m2",447.61 m2,2025,"4 bedroom(s), 4 bathroom(s)",Garland
"USD $239,900",890.31 m2,,1960,"3 bedroom(s), 3 bathroom(s)",CAMDEN
"USD $240,000",121.41 m2,,1950,"3 bedroom(s), 1 bathroom(s)",DELAWARE
"USD $379,000","16,187.44 m2",139.35 m2,2020,"3 bedroom(s), 2 bathroom(s)",Lincoln
"USD $259,900",364.22 m2,180.60 m2,2011,"2 bedroom(s), 3 bathroom(s)",Clinton
"USD $489,000","1,052.18 m2",179.12 m2,1994,"4 bedroom(s), 2 bathroom(s)",Knox County - 1
"USD $375,000",817.47 m2,98.11 m2,1960,"3 bedroom(s), 1 bathroom(s)",Ada
"USD $799,000",696.96 m2,108.98 m2,1959,"3 bedroom(s), 2 bathroom(s)",Los Angeles
"USD $519,000","2,428.12 m2",230.21 m2,1986,"4 bedroom(s), 2 bathroom(s)",Clay
"USD $135,000",485.62 m2,100.71 m2,1939,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Sangamon
"USD $899,999",464.58 m2,128.58 m2,1925,"4 bedroom(s), 2 bathroom(s)",Nassau County
"USD $674,999",125.45 m2,290.32 m2,2018,"3 bedroom(s), 4 bathroom(s)",Cobb
"USD $439,900","1,214.06 m2",193.61 m2,2019,"3 bedroom(s), 2 bathroom(s)",Licking
"USD $199,900",607.03 m2,93.65 m2,1951,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Tippecanoe County
"USD $430,000","1,092.65 m2",,2023,"4 bedroom(s), 4 bathroom(s)",Barrow
"USD $899,000",701.42 m2,192.22 m2,1991,"3 bedroom(s), 3 bathroom(s)",San Bernardino
"USD $128,000",651.54 m2,77.85 m2,1922,"3 bedroom(s), 1 bathroom(s)",Polk
"USD $124,900",696.87 m2,85.75 m2,1943,"2 bedroom(s), 1 bathroom(s)",Victoria
"USD $299,900",566.56 m2,219.07 m2,2003,"4 bedroom(s), 3 bathroom(s)",Henry
"USD $259,900",687.97 m2,197.70 m2,1968,"3 bedroom(s), 2 bathroom(s)",Jefferson
"USD $650,000",,,1956,"5 bedroom(s), 3 bathroom(s)",Middlesex
"USD $599,999",404.69 m2,79.15 m2,1947,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Ocean
"USD $1,898,000",213.86 m2,211.82 m2,1925,"4 bedroom(s), 4 bathroom(s)",Kings (Brooklyn)
"USD $450,000",849.84 m2,118.92 m2,1957,"3 bedroom(s), 1 bathroom(s)",MANASSAS PARK CITY
"USD $1,995,000","8,457.94 m2",205.13 m2,1924,"4 bedroom(s), 3 bathroom(s)",Watauga
"USD $614,000","1,335.46 m2",288.00 m2,1996,"4 bedroom(s), 3 bathroom(s)",
"USD $219,000",,,,,Owensboro
"USD $269,900",,149.02 m2,2005,"3 bedroom(s), 3 bathroom(s)",DAUPHIN
"USD $258,000","1,416.40 m2",153.66 m2,1968,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Bexar
"USD $164,900",566.56 m2,75.81 m2,1945,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Marion
"USD $250,000","2,873.27 m2",192.77 m2,1966,"4 bedroom(s), 3 bathroom(s)",DeKalb
"USD $729,000","92,268.41 m2",302.49 m2,2007,4 bedroom(s),Boone
"USD $359,000","3,156.55 m2",192.96 m2,2005,"3 bedroom(s), 2 bathroom(s)",DEKALB
"USD $400,000",,111.86 m2,1987,"2 bedroom(s), 2 bathroom(s)",
"USD $381,000","311,931.97 m2",,,,
"USD $475,000","2,792.33 m2",145.58 m2,1965,"3 bedroom(s), 2 bathroom(s)",Oakland
"USD $189,000","1,173.59 m2",,,,Mohave
"USD $450,000","2,428.12 m2",141.21 m2,1996,"3 bedroom(s), 2 bathroom(s)",Carteret
"USD $1,699,000","3,723.11 m2",633.78 m2,2005,"6 bedroom(s), 5 bathroom(s)",Canyon
"USD $300,000",80.94 m2,117.89 m2,1986,"2 bedroom(s), 2 bathroom(s)",Brevard
"USD $199,500","28,328.02 m2",222.97 m2,2006,"4 bedroom(s), 2 bathroom(s)",Franklin
"USD $270,000",607.03 m2,175.77 m2,2000,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",
"USD $247,000",991.48 m2,101.45 m2,1959,"3 bedroom(s), 2 bathroom(s)",Polk
"USD $295,000",,104.05 m2,1983,"3 bedroom(s), 2 bathroom(s)",MONTGOMERY
"USD $305,000",724.39 m2,155.06 m2,1973,"4 bedroom(s), 2 bathroom(s)",Dallas
"USD $450,000",202.34 m2,165.37 m2,2021,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",El Paso
"USD $219,900","2,023.43 m2",,1965,"3 bedroom(s), 2 bathroom(s)",Jefferson
"USD $310,000",882.22 m2,162.30 m2,2017,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $550,000",,,,"4 bedroom(s), 2 bathroom(s)",PASSAIC
"USD $599,900","12,707.14 m2",248.24 m2,1977,"4 bedroom(s), 2 bathroom(s)",Spokane
"USD $320,000","11,695.43 m2",196.21 m2,,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",
"USD $245,000",566.56 m2,115.01 m2,1950,"3 bedroom(s), 1 bathroom(s)",YORK
"USD $720,000","1,578.28 m2",274.53 m2,2015,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Lake
"USD $514,000","8,700.75 m2",184.69 m2,2022,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Tippecanoe County
"USD $290,000","4,059.00 m2",,,,Bexar
"USD $310,000",971.25 m2,122.35 m2,1999,"3 bedroom(s), 2 bathroom(s)",Granville
"USD $240,315",,,,,Clay
"USD $270,000",,274.99 m2,2014,"3 bedroom(s), 3 bathroom(s)",BERKELEY
"USD $600,000",,,,"4 bedroom(s), 3 bathroom(s)",
"USD $539,000","22,257.73 m2",324.23 m2,,"4 bedroom(s), 3 bathroom(s)",Lee
"USD $378,000","2,104.37 m2",200.67 m2,2004,"4 bedroom(s), 3 bathroom(s)",Granville
"USD $1,350,000",,,,"5 bedroom(s), 3 bathroom(s)",BERGEN
"USD $79,900",,102.01 m2,1963,"2 bedroom(s), 2 bathroom(s)",Cuyahoga
"USD $329,900",,173.17 m2,2007,"3 bedroom(s), 3 bathroom(s)",Dakota
"USD $882,000","71,346.14 m2",,,,Durham
"USD $850,000",272.86 m2,151.62 m2,2003,"4 bedroom(s), 4 bathroom(s)",Staten Island
"USD $559,000","1,133.12 m2",208.85 m2,1983,"3 bedroom(s), 3 bathroom(s)",Wake
"USD $339,000",979.34 m2,134.43 m2,2022,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Comal
"USD $324,900",,103.96 m2,2009,"1 bedroom(s), 2 bathroom(s)",MONTGOMERY
"USD $299,900",,229.10 m2,1992,"3 bedroom(s), 3 bathroom(s)",PETTIS
"USD $379,900","10,926.52 m2",203.46 m2,1984,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Winnebago
"USD $479,000","1,726.39 m2",221.20 m2,1995,"3 bedroom(s), 3 bathroom(s)",Escambia - Fl
"USD $449,900","1,092.65 m2",194.82 m2,2001,"4 bedroom(s), 3 bathroom(s)",Wayne
"USD $749,900",,207.45 m2,,"4 bedroom(s), 3 bathroom(s)",Orleans
"USD $399,900",445.15 m2,176.70 m2,1936,"3 bedroom(s), 2 bathroom(s)",Milwaukee
"USD $1,074,900","10,359.96 m2",297.29 m2,2005,"4 bedroom(s), 6 bathroom(s)",Fannin
"USD $375,000",,157.10 m2,2020,"2 bedroom(s), 2 bathroom(s)",Washington
"USD $480,000",891.87 m2,287.35 m2,1990,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",San Bernardino
"USD $325,000",558.47 m2,142.33 m2,2025,"3 bedroom(s), 2 bathroom(s)",Midland
"USD $145,000",,87.89 m2,1929,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Lancaster
"USD $513,000",849.84 m2,215.81 m2,2012,"2 bedroom(s), 2 bathroom(s)",Maricopa
"USD $475,000",849.84 m2,134.52 m2,2023,"3 bedroom(s), 2 bathroom(s)",Washington
"USD $1,085,000","359,523.03 m2",74.32 m2,1960,"2 bedroom(s), 2 bathroom(s)",Newaygo
"USD $650,000",728.43 m2,267.75 m2,2025,"4 bedroom(s), 3 bathroom(s)",Wake
"USD $1,475,000","2,063.90 m2",353.40 m2,1958,"6 bedroom(s), 6 bathroom(s)",Collier
"USD $229,950","1,177.64 m2",118.92 m2,1962,"3 bedroom(s), 2 bathroom(s)",Linn
"USD $195,000",651.54 m2,111.20 m2,1956,"3 bedroom(s), 2 bathroom(s)",Tom Green
"USD $32,000",,81.01 m2,1971,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",
"USD $559,574","1,375.93 m2",251.30 m2,2025,"4 bedroom(s), 3 bathroom(s)",LEE
"USD $950,000",,125.88 m2,2024,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Cumberland
"USD $419,900",647.50 m2,152.45 m2,2024,"3 bedroom(s), 2 bathroom(s)",Mohave
"USD $275,000","2,670.93 m2",207.36 m2,1930,"4 bedroom(s), 2 bathroom(s)",Portage
"USD $555,000","2,634.51 m2",261.34 m2,1991,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Bexar
"USD $444,900","3,884.99 m2",229.28 m2,2020,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",La Porte County
"USD $195,000",,70.05 m2,1901,"1 bedroom(s), 1 bathroom(s)",Milwaukee
"USD $599,999","26,506.93 m2",300.08 m2,2003,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Pike
"USD $235,000",161.87 m2,113.81 m2,1920,"3 bedroom(s), 2 bathroom(s)",NEW CASTLE
"USD $280,000",,140.28 m2,1918,"3 bedroom(s), 2 bathroom(s)",
"USD $429,000","1,214.06 m2",99.87 m2,1959,"3 bedroom(s), 1 bathroom(s)",Fairfield
"USD $389,000",971.25 m2,147.07 m2,1996,"3 bedroom(s), 2 bathroom(s)",Mohave
"USD $224,700",,139.35 m2,1960,"3 bedroom(s), 2 bathroom(s)",Cook
"USD $215,000",40.47 m2,81.75 m2,1963,"2 bedroom(s), 1 bathroom(s)",Dutchess County
"USD $249,000",,89.19 m2,1964,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Broward County
"USD $950,000","4,006.39 m2",112.41 m2,1935,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Durham
"USD $350,000","22,314.39 m2","1,319.22 m2",1965,,Tulsa
"USD $419,900",647.50 m2,152.45 m2,2024,"3 bedroom(s), 2 bathroom(s)",Mohave
"USD $540,000",809.37 m2,71.35 m2,1960,"2 bedroom(s), 2 bathroom(s)",Barnstable
"USD $340,000","2,298.62 m2",227.80 m2,1955,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Linn
"USD $199,900","1,919.02 m2",153.58 m2,1950,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Clark
"USD $275,000","2,711.40 m2",172.61 m2,2004,"3 bedroom(s), 2 bathroom(s)",Beaufort
"USD $359,000","1,821.09 m2",,1932,"2 bedroom(s), 1 livingroom(s)",Mesa
"USD $365,000",89.03 m2,159.79 m2,2008,"3 bedroom(s), 4 bathroom(s)",Forsyth - GA
"USD $125,000","1,295.00 m2",134.52 m2,1910,"3 bedroom(s), 1 bathroom(s)",Steuben
"USD $155,000","4,046.86 m2",82.13 m2,1960,"3 bedroom(s), 1 bathroom(s)",Henry - GA
"USD $99,999","12,140.58 m2",,,,Franklin
"USD $265,000","12,949.95 m2",,,,Clay
"USD $965,000","204,649.70 m2",218.51 m2,,"4 bedroom(s), 3 bathroom(s)","Franklin, KS"
"USD $429,000","1,254.53 m2",250.09 m2,1999,"5 bedroom(s), 3 bathroom(s)",Gwinnett
"USD $155,000","4,046.86 m2",82.13 m2,1960,"3 bedroom(s), 1 bathroom(s)",Henry County
"USD $935,000","83,608.13 m2",200.67 m2,1980,"3 bedroom(s), 2 bathroom(s)",Missoula
"USD $589,900",404.69 m2,204.20 m2,2021,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Hillsborough
"USD $359,900",971.25 m2,170.66 m2,2005,"4 bedroom(s), 2 bathroom(s)",Lee
"USD $825,000",566.56 m2,301.75 m2,2006,"5 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Wake
"USD $499,900",809.37 m2,108.79 m2,1988,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Riverside
"USD $265,000","1,092.65 m2",153.29 m2,1950,"4 bedroom(s), 2 bathroom(s)",Wyandotte
"USD $176,000","1,011.72 m2",,2017,"3 bedroom(s), 2 bathroom(s)",St Clair
"USD $198,500",574.65 m2,92.90 m2,2011,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Lynchburg
"USD $129,900",,111.48 m2,1948,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Jasper
"USD $219,000","4,775.29 m2",124.21 m2,1940,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Jackson
"USD $425,000","2,721.92 m2",153.85 m2,2007,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $250,000","11,574.02 m2",177.26 m2,,"2 bedroom(s), 2 bathroom(s)",Luna
"USD $1,425,000",,301.93 m2,1978,"3 bedroom(s), 3 bathroom(s)",Denver
"USD $815,000",647.50 m2,367.15 m2,2010,"6 bedroom(s), 4 bathroom(s)",Maricopa
"USD $279,900",465.39 m2,185.53 m2,2005,"4 bedroom(s), 3 bathroom(s)",Fulton
"USD $240,000",448.72 m2,151.25 m2,1918,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Douglas
"USD $32,500","1,011.72 m2",,,,Lee
"USD $545,000","156,249.27 m2",255.48 m2,1978,"4 bedroom(s), 3 bathroom(s)",Ozark
"USD $354,900","1,335.46 m2",236.25 m2,1993,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Wyandotte
"USD $1,000,000",232.29 m2,330.27 m2,1910,"8 bedroom(s), 4 bathroom(s)",Bronx County
"USD $219,000","4,775.29 m2",124.21 m2,1940,"3 bedroom(s), 1 bathroom(s)",Jackson
"USD $819,000","40,104.38 m2",312.34 m2,2009,"4 bedroom(s), 4 bathroom(s)",Washington
"USD $90,000","1,088.61 m2",,,,Polk
"USD $759,000",485.62 m2,227.61 m2,1925,"4 bedroom(s), 3 bathroom(s)",Multnomah
"USD $250,000",114.93 m2,115.01 m2,1989,"3 bedroom(s), 2 bathroom(s)",Summit
"USD $3,249,000",214.08 m2,244.33 m2,1925,"4 bedroom(s), 4 bathroom(s)",San Francisco
"USD $625,000","4,208.73 m2",284.75 m2,1978,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Thomas
"USD $215,000",364.22 m2,118.92 m2,1996,"4 bedroom(s), 4 bathroom(s)",Leon
"USD $249,900",607.03 m2,94.11 m2,1955,"3 bedroom(s), 1 bathroom(s)",Milwaukee
"USD $1,695,000","2,147.67 m2",279.64 m2,1998,"5 bedroom(s), 4 bathroom(s)",Los Angeles
"USD $629,000","4,208.73 m2",284.75 m2,1978,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Thomas
"USD $1,489,000",,156.08 m2,1971,"3 bedroom(s), 2 bathroom(s)",Collier
"USD $629,900","1,011.72 m2",249.54 m2,1999,"3 bedroom(s), 3 bathroom(s)",Mohave
"USD $189,500",202.34 m2,155.61 m2,1915,"3 bedroom(s), 2 bathroom(s)",NEW CASTLE
"USD $485,000",607.03 m2,219.07 m2,1978,"4 bedroom(s), 3 bathroom(s)",Lane
"USD $450,000",364.22 m2,292.09 m2,1887,"4 bedroom(s), 4 bathroom(s)",Campbell
"USD $44,900","3,318.43 m2",,,,Oceana
"USD $205,000",,123.47 m2,2011,"2 bedroom(s), 3 bathroom(s)",Dallas
"USD $319,900","8,781.69 m2",,,,Mineral
"USD $539,500","20,234.30 m2",332.96 m2,2013,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Putnam
"USD $75,000","16,146.97 m2",,,,Habersham
"USD $245,000","2,063.90 m2",180.42 m2,1946,"3 bedroom(s), 2 bathroom(s)",Wyandotte
"USD $239,900","3,739.30 m2",119.75 m2,2004,"3 bedroom(s), 2 bathroom(s)",Rogers
"USD $4,000",,,,,Cumberland
"USD $990,000","36,421.74 m2",997.59 m2,1935,10 bedroom(s),Warren
"USD $269,000",849.84 m2,153.57 m2,1973,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Jefferson
"USD $375,000","323,748.81 m2",,,,Pottawatomie
"USD $37,000","4,168.27 m2",,,,Union
"USD $1,949,000",242.81 m2,266.63 m2,1910,"4 bedroom(s), 3 bathroom(s)",WASHINGTON
"USD $790,000",566.56 m2,270.63 m2,1995,"3 bedroom(s), 3 bathroom(s)",Chatham
"USD $500,000","2,832.80 m2",230.59 m2,1998,"5 bedroom(s), 4 bathroom(s)",Paulding - GA
"USD $2,500",534.19 m2,86.96 m2,1949,,Ector
"USD $255,000",84.58 m2,84.73 m2,1970,"2 bedroom(s), 1 bathroom(s)",Fulton - GA
"USD $185,000",607.03 m2,,,,Yamhill
"USD $19,000","1,214.06 m2",,,,Camden
"USD $325,000","1,133.12 m2",169.73 m2,2003,"3 bedroom(s), 2 bathroom(s)",YORK
"USD $275,000","2,913.74 m2",,,,St. Tammany
"USD $435,000","7,729.50 m2",209.59 m2,1985,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Portage
"USD $209,900",404.69 m2,131.55 m2,1900,"3 bedroom(s), 1 bathroom(s)",Logan
"USD $315,000",,132.57 m2,2004,"3 bedroom(s), 2 bathroom(s)",Camden
"USD $365,000",,312.99 m2,2003,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Steuben County
"USD $698,000",647.50 m2,159.05 m2,1947,"2 bedroom(s), 2 bathroom(s)",Pima
"USD $619,900","1,861.56 m2",319.49 m2,2005,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Richland
"USD $334,000",,109.16 m2,1996,"2 bedroom(s), 2 bathroom(s)",ANNE ARUNDEL
"USD $229,000","2,347.18 m2",164.53 m2,1940,"4 bedroom(s), 2 bathroom(s)",Christian
"USD $435,000",,135.82 m2,1977,"3 bedroom(s), 2 bathroom(s)",MIDDLESEX
"USD $120,000",362.19 m2,132.85 m2,1935,"3 bedroom(s), 1 bathroom(s)",Jackson
"USD $700,000","1,497.34 m2","1,492.30 m2",1955,,Spokane
"USD $218,900","3,804.05 m2",120.03 m2,1950,"3 bedroom(s), 1 bathroom(s)",Jackson
"USD $350,000","17,037.28 m2",367.90 m2,2004,,Brunswick
"USD $229,900","62,766.80 m2",,,,Whitley
"USD $535,000",323.75 m2,187.11 m2,1998,"4 bedroom(s), 4 bathroom(s)",Denver
"USD $989,000",,129.79 m2,2005,"3 bedroom(s), 2 bathroom(s)",Contra Costa
"USD $1,349,000","1,578.28 m2",133.78 m2,1950,"3 bedroom(s), 2 bathroom(s)",Ocean
"USD $319,000",,132.20 m2,,"3 bedroom(s), 2 bathroom(s)",Jefferson
